1232,4605079543207133,2020-07-13,4281.09
1948,2276518069730111,2020-09-29,3789.73
6957,180062383388792,2020-04-05,545.71
4011,213188185847932,2020-11-09,4785.66
1503,3551354913068498,2021-03-28,2226.49
8808,6519726452222327,2022-02-28,3078.11
2801,4450678739072,2021-04-09,603.75
5684,30536050272738,2021-02-24,2236.51
1968,30075133156592,2019-10-17,3729.51
2111,4983491787704,2021-08-29,1350.04
6523,639031659712,2019-11-25,916.33
2576,36936069441114,2020-09-10,2669.35
9505,180035742173832,2020-04-02,2764.89
9196,5308470943934581,2020-08-12,793.45
4469,5194198739021001,2020-05-21,692.8
8349,3505534537731301,2022-03-30,831.58
1731,343554140874118,2021-09-11,256.27
2876,5154318100169936,2020-03-25,3642.26
8338,565559837903,2020-12-11,4065.02
4911,4497762093468038,2020-04-02,3502.53
1528,4871710358175075,2021-03-24,3537.41
4911,30290983772972,2021-04-07,3576.69
6140,4314645441108775139,2020-09-17,3409.31
6201,3529816080092344,2021-10-29,1379.52
8638,4533761218098189,2020-02-02,4453.07
6140,213167091067561,2022-01-06,4843.21
8665,4746564352262247346,2021-05-11,401.71
5682,30248483042783,2022-02-28,4577.26
8904,2712564678665217,2022-05-03,1930.3
6536,6011336149935530,2022-04-22,2361.05
8688,213136514284913,2022-07-14,621.55
3264,503820391095,2022-01-25,4265.52
2504,3517708436260978,2019-12-31,4817.98
2711,3544078543958600,2021-03-27,1628.84
5872,4294072074771,2019-12-19,2897.88
8887,3560457947789721,2020-01-22,1741.33
6195,4633606770853373,2021-05-30,4273.43
3805,675993094936,2020-02-27,4394.16
4491,2713267519256175,2021-06-17,1726.28
8808,30187738213320,2021-08-14,4199.04
5177,2263233254828325,2019-10-23,453.84
1611,4205271055221594,2021-12-04,1631.76
2504,213109949974754,2020-12-16,2902.57
8688,4294121523652346,2022-02-21,3823.79
2504,676362043025,2021-05-29,773.95
7980,340589599266997,2022-03-05,3262.62
2342,3590482204285217,2021-06-16,1722.62
6759,6011403688425685,2020-06-02,2352.2
2576,3564873604331241,2021-12-21,2425.78
2576,4143108640192416,2019-12-17,2688.95
2801,4770619045872766,2020-08-27,2417.8
3805,4431524568980,2020-12-28,2534.61
8171,4955308573559337,2021-01-18,1023.37
4051,345146547020755,2022-06-26,3815.22
8843,3574667353726561,2020-10-05,2344.82
8171,6011748358791042,2020-10-25,938.88
2886,4400737771012,2020-03-25,2559.22
2876,373688180995012,2021-03-08,381.72
5872,4183168205482,2020-01-17,4111.05
4380,4352092084833840,2020-10-16,4123.31
7343,676389902559,2021-10-30,4467.37
7409,4173660142313703,2021-06-20,3931.3
4273,4933799721924646,2022-09-24,2533.71
1444,4864392874180233,2022-01-08,4255.74
6413,4607769849053054226,2020-06-17,1405.76
4644,4593394675946190,2019-11-12,3126.21
7409,2241144262815450,2020-12-19,2820.83
5035,4837831143013935,2022-09-04,2373.87
2353,4968734557914669060,2021-03-24,2241.12
8819,3531104201072255,2021-03-31,4965.78
4710,375162949294552,2022-08-20,703.44
6056,30236028680795,2022-06-03,4786.39
6527,2311221889901247,2021-05-08,3661.45
6140,4616056044422,2020-04-11,2904.58
7409,501852985057,2022-05-24,3955.65
4710,213151398244529,2022-09-13,4516.23
6195,675989782031,2021-03-13,4678.48
1503,370794241015593,2022-01-03,1933.0
1952,6597151254492330,2022-08-31,2621.3
6957,4175970342747638045,2020-04-22,2742.94
3264,180051729258157,2020-01-11,4755.98
9544,345709526023437,2021-09-20,2465.43
1203,3537154977516971,2021-07-17,4265.58
3164,3599782068615818,2020-12-04,2539.78
7343,6011810832564674,2021-06-03,2170.6
1461,4997367143763894,2021-08-30,2381.14
9886,676348235471,2022-06-02,3023.6
1955,180062317124750,2022-01-23,721.53
7056,180065308579270,2021-05-14,1314.69
1652,345928884649720,2020-01-03,1329.75
8819,4560763824585591844,2021-11-07,2568.44
8638,6011488830907920,2021-02-13,4672.93
1232,5586323906539439,2022-07-21,4887.99
1214,213169731085136,2019-12-10,2136.35
4911,2399730946149132,2020-09-01,1655.6
5694,503808942463,2021-08-13,3584.72
6107,180075553099361,2021-02-07,4757.75
1955,374277008489587,2021-08-04,3299.43
8420,4838253059185970,2022-06-02,2231.39
4953,30578533343801,2021-06-10,961.09
1968,213173866901125,2020-01-26,1135.08
5537,675951087039,2020-08-12,3053.11
2876,180006129430350,2022-01-17,3275.72
7406,502094354813,2019-12-10,3323.62
6536,349409207844849,2020-07-14,2591.64
2576,4525887116161561,2021-10-30,4712.04
8349,347559489285269,2021-10-19,984.89
5035,4499423183817646,2020-08-03,1228.33
1948,30560304399303,2020-05-21,2106.46
4888,3584525295577989,2020-04-19,577.76
1905,2235440627435564,2021-05-11,2393.31
6576,4027929749998333,2020-02-25,4686.69
2328,30407753783456,2021-01-07,3605.2
6527,347225149237120,2021-07-08,4168.35
8171,30147858070934,2021-02-01,629.44
8808,4177830848216092213,2019-11-09,4881.05
6913,676376521032,2022-08-18,2887.99
5523,4766392930827669,2019-11-11,466.26
3424,4174827221552093355,2019-11-29,2740.93
1731,4997145670572246014,2022-03-30,3430.48
2714,2271166628525617,2021-11-12,1918.85
2504,584126998304,2022-02-19,3967.63
3424,38708607972720,2020-12-19,706.25
6576,4170066067170966,2020-12-05,2993.98
8808,379023097101864,2022-01-30,3568.15
6007,30168719434994,2022-07-28,4005.32
9113,4538954360109872373,2020-05-21,2565.49
3304,30138861759316,2021-10-20,1342.23
4493,675931699663,2020-07-09,2048.57
9168,3559714303344613,2020-12-21,4262.17
8688,4809621042306852931,2020-01-31,4417.87
3304,370511202764765,2022-01-03,4656.49
5694,213192577798802,2020-08-24,3814.18
9113,3507894599081757,2021-04-27,1597.0
4710,370758699221656,2022-04-25,4351.37
2504,4873941382178409,2021-06-20,506.95
9196,180073066386516,2022-02-22,2422.72
6107,4199498626791,2019-11-28,3579.95
1183,4870343930048,2020-05-04,3074.01
6007,3548292279432070,2020-07-19,146.72
8819,213149366809901,2021-08-07,4514.89
5027,180048764063955,2022-06-26,4304.35
8571,4558426469652288,2020-07-27,3174.18
4710,4233337024608319908,2020-01-16,4810.62
2111,2234249855763295,2022-02-12,4410.94
2910,4672480863541294411,2020-11-23,3847.7
2876,4025337714520540,2022-07-16,269.8
2623,4703205502767962,2022-03-05,4917.27
4953,30120436368708,2020-08-10,682.78
4590,3550590124241801,2021-07-07,1875.25
4469,639050337075,2019-11-19,2022.22
1352,060460338779,2021-09-26,3012.57
1948,675966294661,2022-07-21,1616.83
6140,639089969138,2020-07-12,2588.47
7741,213178516418594,2021-09-01,4847.05
4888,6011587539766733,2020-12-10,4068.57
8171,4345924288333856,2021-07-23,3152.21
8349,4087557653704954,2020-03-31,1039.16
2714,4186510482355266,2022-04-13,2482.71
2342,4125333919011285,2022-02-11,3433.73
1461,30407611458929,2020-03-20,4163.23
1731,180052237312213,2020-01-09,4192.05
7406,180077177638582,2022-07-03,276.66
4911,4364317087091638735,2021-10-18,3150.6
4334,5268059859312169,2022-05-25,532.82
6153,4177959669606846,2021-02-19,4488.83
4023,180096203830914,2020-10-30,1819.89
1503,373614885643582,2022-02-17,2144.49
6413,180062555304601,2020-10-26,2762.79
2711,639078600272,2020-05-21,4461.7
1731,3528527078516175,2019-10-19,3694.66
6913,30508854705700,2020-08-18,4821.85
1183,6577390476531913,2020-03-28,4015.71
5682,4708195708719609,2020-05-16,247.32
8288,3588194253884428,2021-06-22,639.02
2504,4008414753156198908,2022-04-01,4292.77
6153,4117184908851,2020-04-14,117.28
9849,30279185604422,2020-07-27,2716.98
1611,6011489546645960,2021-05-16,1044.05
1955,503861352469,2020-12-25,2601.34
1982,4858887729116,2022-02-25,3624.29
6450,3547335426000604,2021-04-06,213.81
4397,4375183607525105,2021-02-15,750.73
3805,180046949458801,2021-07-07,976.75
5501,4554297277334565,2021-04-25,3313.42
5035,3554549763673449,2022-05-14,3857.48
8349,4429371384111225,2020-12-24,1814.96
6056,2291976819768594,2020-03-09,2031.26
2111,4120143968248,2020-09-06,3454.9
5694,2720650289812361,2020-06-13,467.35
6535,675946697884,2022-07-15,1611.32
1948,342342836620552,2020-07-21,4037.3
4387,4430112035758,2020-10-16,4113.22
7406,180097946081138,2020-03-02,3769.74
5413,4132821311572899677,2020-10-02,550.01
8349,4670629299569464,2022-05-22,3580.24
6007,180038598454751,2022-01-01,2488.43
1341,676124118610,2020-06-30,2707.05
4710,2500253283204218,2019-10-13,4547.47
1731,4493869682031007949,2022-08-26,1952.6
4911,30128665212679,2020-01-25,1278.96
5523,180005304679005,2019-12-02,4554.77
4367,3503179998425761,2021-10-19,1826.61
2353,4900638192871562502,2021-05-01,612.43
9196,4984149929070594,2020-04-20,1877.37
1444,3569135039939690,2021-02-03,2987.04
7343,3531837698362941,2020-04-09,1861.1
1010,5433995667471509,2019-12-01,3995.46
4367,4288374685484788,2021-03-08,270.52
8465,346242852966820,2020-10-07,3960.12
3612,3574281662907522,2022-08-19,3442.54
5062,213131073572584,2020-10-17,4671.03
4334,4727602351970174655,2019-11-14,2776.91
1952,4957957162818,2019-11-27,2884.12
1341,378739398479466,2020-05-03,2963.14
2779,30031438999947,2021-10-23,1171.03
5035,4538059792550732652,2020-01-06,516.92
4397,180023715431346,2021-12-19,3751.59
6056,6011805373183645,2022-07-07,289.79
4367,36840639658233,2020-01-18,3887.54
5946,4876080344934752621,2022-06-02,1980.07
9886,4233548193112,2021-08-23,1680.29
6007,372173353631133,2021-05-04,586.09
1183,4968337626331738,2022-08-14,1230.22
1341,3588987035498353,2022-03-09,1170.73
2576,4227079033661318,2021-11-13,525.72
8349,38937353814345,2022-05-22,1501.0
5682,340679203310032,2021-05-12,1944.5
5782,4371553269375,2020-10-14,1598.91
9886,342991515162482,2021-05-07,4222.88
2910,4825615849616572767,2019-12-27,1596.9
5872,2297049236615584,2020-04-14,547.21
2711,6011975721078514,2021-06-30,4938.89
7406,4931218003658709,2019-12-03,117.95
