99638,80972976,107,38.39
48145,94580730,72,14.81
27504,91740021,145,22.05
68811,20032319,119,14.19
53451,80784869,180,38.79
97568,78382077,197,21.25
75539,04078531,125,18.99
80095,20032319,98,19.49
22547,68812638,183,26.41
26259,14637445,147,12.55
59633,85288485,123,30.4
52866,96806739,189,20.55
45287,35623014,173,29.8
49269,33698021,117,30.13
95559,04275176,62,5.93
47154,68988944,25,23.04
47154,93857086,59,34.01
51284,39153906,28,35.79
85451,82144609,166,30.77
82127,92347885,127,17.09
93395,19258959,192,7.02
38583,27726563,151,25.38
79018,31446020,171,7.53
35926,14772511,142,24.06
96791,71968032,146,15.19
32676,79511520,30,23.14
29676,38823381,168,23.33
11150,44232320,25,21.72
95077,85288485,150,22.72
52866,77447166,93,26.86
36689,32236286,59,9.08
75715,74537518,114,5.21
25507,50041084,113,29.98
87247,35736691,72,27.61
15076,75759582,155,24.56
64215,31702409,41,7.12
72786,98406357,68,9.84
17885,68988944,200,28.45
12098,14772511,76,20.41
18377,86477055,149,18.96
98712,90679032,41,36.15
71664,09991002,107,33.76
80058,69232329,72,33.09
72131,04078531,186,15.59
24180,32236286,163,14.95
75539,35736691,73,25.9
83852,27592335,78,26.56
67878,40708539,125,18.07
58163,57746371,22,24.41
29826,58904237,87,39.97
94958,75759582,169,21.93
26463,64483771,165,23.37
63186,42886112,116,38.32
47867,77126009,172,32.06
37021,64483771,68,26.66
16741,75759582,152,39.59
14814,01152449,44,21.46
59537,39967428,166,15.18
87833,66048763,111,12.22
21419,39153906,89,37.35
12098,38823381,135,22.4
39805,43778010,169,31.05
83398,68812638,84,22.52
93493,94580730,174,19.55
28652,30802308,162,5.3
75832,27726563,24,15.69
28652,31799454,200,17.73
63341,10433218,126,12.18
15884,36852703,21,34.37
26248,34603369,93,9.05
12098,36509089,190,39.53
96642,51687953,156,36.81
62207,33949253,194,25.06
55408,55816403,94,26.96
38335,73191674,96,19.29
45335,95910482,45,8.85
72983,27726563,122,6.28
16453,84909343,136,8.22
58444,83397158,133,36.19
87743,78382077,81,21.97
39984,78199361,52,6.29
44108,91740021,26,31.4
86446,12653379,64,34.85
94115,34603369,31,15.87
95077,79670876,182,29.58
35545,85288485,53,15.26
65014,68812638,93,15.36
91100,85252462,196,18.13
38532,59056072,116,24.4
56081,46741455,88,24.14
95548,77126009,69,17.97
88450,72835456,88,12.64
52866,78199361,68,11.71
87247,83397158,70,18.03
46335,84909343,189,17.36
62583,19425122,37,17.64
74680,91740021,20,37.9
31264,85288485,59,34.34
17857,88827025,161,25.92
78093,79803434,92,19.12
10064,57746371,34,18.02
43485,21646317,151,37.17
99231,85288485,73,24.98
23715,30802308,160,21.63
46658,35736691,59,18.98
48076,70887044,103,33.62
62333,59474173,178,33.75
57285,72835456,87,11.84
56010,91980571,30,25.99
65652,98151424,148,26.24
93497,92679726,195,9.65
69404,92679726,113,15.56
92858,30802308,118,11.84
49190,85252462,22,38.11
42504,50041084,163,13.63
13258,35623014,133,27.23
86719,03365021,152,29.79
18838,66392330,170,26.33
59891,08183651,127,33.59
52752,36852703,191,15.72
11376,27847763,45,11.76
55661,36743841,147,8.07
75832,07162022,59,5.51
78619,85288485,121,28.77
29826,40875606,178,23.06
20551,23814585,47,24.11
99478,08501844,47,34.65
93582,27726563,86,37.09
90492,27842249,132,17.69
19826,40708539,160,13.43
39805,94580730,92,16.67
16783,35623014,150,18.44
89892,38823381,38,23.12
69777,35623014,116,18.26
88116,27842249,78,35.41
56010,74537518,64,12.92
30681,34167212,68,21.74
86172,01152449,172,11.15
58444,31702409,130,20.46
12677,92679726,52,24.43
67539,23814585,23,9.69
82684,73191674,86,12.27
62341,80784869,138,13.76
33070,09894808,56,36.98
42619,59056072,69,36.29
79714,10433218,69,25.76
89063,01219555,25,38.19
16136,93857086,166,12.77
71512,12653379,47,11.22
25791,78382077,199,31.28
89612,74431144,65,36.38
70201,35623014,126,29.16
92720,59056072,91,34.79
42241,23097216,124,13.32
73862,85903067,196,31.03
19086,79670876,195,16.87
86910,50041084,121,23.23
31264,48020640,148,23.33
29210,58904237,114,39.52
41773,36852703,75,38.68
67243,92679726,35,8.32
88116,08183651,138,17.69
86291,22951298,66,20.66
70959,04078531,120,34.39
56068,93857086,84,20.57
29587,46865588,112,8.23
93375,21753374,31,12.65
55479,13243708,24,21.45
86605,79542203,143,7.03
68256,13962982,175,14.95
62583,83397158,101,5.48
67539,62602044,142,18.96
80058,39153371,141,22.75
87090,41879276,94,7.09
96698,79803434,141,22.25
52383,32236286,200,32.2
83494,35736691,130,20.13
87204,24159203,54,33.57
16783,13962982,29,25.72
83736,52601811,93,21.49
75715,29528929,182,31.0
41934,90997327,68,38.78
43485,41879276,53,20.31
30690,92137455,146,16.68
88697,80784869,80,7.3
30950,90679032,21,26.14
75412,15615886,195,19.27
13667,44232320,184,17.79
44079,26647371,60,36.47
86072,05990382,54,5.56
94346,70887044,166,29.13
22733,92347885,160,9.06
61007,59474173,156,22.26
57046,98406357,98,12.51
59547,05990382,182,18.34
69184,92347885,164,13.27
59891,68988944,113,38.52
35675,20032319,185,23.66
60771,13962982,52,14.36
55604,70712612,147,7.62
67243,45333149,169,34.87
76324,74431144,140,31.45
67988,41094662,164,25.86
84996,83397158,127,34.98
89063,09894808,29,36.79
32676,09991002,95,30.95
65087,78382077,170,35.31
68811,39967428,189,23.01
59898,87588675,149,37.18
56988,79803434,176,39.48
21034,38823381,47,29.64
64861,31799454,191,28.26
26463,29528929,56,13.07
86971,13243708,96,22.91
59898,68070571,116,19.11
63339,39967428,32,16.16
86153,29528929,173,26.45
21477,38823381,97,24.22
46525,31702409,71,36.5
93156,19226774,155,12.07
39102,59056072,126,15.34
28621,26647371,174,19.68
18899,01219555,128,22.41
91387,36509089,78,20.83
95077,36852703,180,7.22
12939,19258959,133,24.21
30681,20032319,95,39.25
93192,85903067,179,32.01
11150,27842249,181,13.53
80344,71968032,192,30.12
92222,13243708,196,17.15
86910,50041084,90,12.57
72905,39153371,124,15.39
32415,79670876,131,8.75
49126,29528929,160,15.83
58590,12653379,115,34.66
59033,80972976,185,38.68
56350,75759582,170,21.12
56311,83941535,88,33.11
61587,20032319,28,20.24
53451,66115755,142,39.81
81167,08183651,36,9.8
11376,41094662,193,18.24
57285,16099388,197,15.8
33070,31446020,124,26.64
90492,04078531,106,7.98
86971,86477055,107,32.82
50678,14637445,83,26.8
87090,22951298,132,26.24
99975,01152449,29,38.43
87818,91980571,29,15.63
21962,27726563,156,5.25
50389,66392330,86,11.84
15628,82144609,76,9.54
91004,07162022,22,24.83
95077,46741455,190,18.35
75832,79542203,60,30.55
95559,98406357,42,32.68
38959,59474173,29,25.69
26541,93787857,77,14.75
88083,14772511,127,34.89
44108,34603369,83,37.65
96657,04275176,43,16.32
30073,65326947,155,24.28
15076,40708539,29,9.34
57285,20032319,183,5.99
27980,83397158,41,35.82
49269,81599417,92,31.06
73879,31446020,30,13.78
95450,77126009,98,21.83
67878,83941535,113,8.23
10237,31702409,103,12.45
66025,64483771,41,26.47
58204,60347046,151,13.44
88450,70887044,67,36.17
38173,19258959,120,13.29
11988,94580730,121,24.72
43487,93857086,157,11.76
34046,33949253,80,30.74
95939,55816403,62,16.07
93726,12892327,57,17.38
43643,68070571,188,25.73
70972,13962982,127,7.35
28630,46865588,129,30.88
49960,90997327,88,5.34
46335,32236286,158,11.79
38630,85288485,140,12.22
89935,92137455,85,31.04
67285,98151424,120,19.59
86620,94580730,85,27.42
67243,70712612,151,11.19
84187,71968032,185,8.26
51217,19834443,153,28.7
12677,90679032,20,11.9
58964,79947626,41,15.46
63132,85288485,118,35.84
36528,91980571,40,34.28
16783,15615886,88,36.92
63638,74431144,68,25.23
18211,13962982,74,17.96
37804,98401277,124,10.58
47457,27592335,161,18.32
94958,46741455,168,26.96
61944,83397158,110,38.55
33950,19834443,127,39.31
46304,04275176,117,19.14
97568,04275176,137,25.4
33070,36852703,187,31.68
79018,70887044,88,33.07
40615,04078531,181,20.86
29011,27842249,64,24.79
75715,21646317,83,11.23
38959,97274551,124,32.14
63132,19258959,50,26.1
23398,50041084,181,24.55
29676,12892327,134,35.38
11419,31702409,122,33.39
82425,86477055,25,35.75
49960,92137455,116,22.02
87244,08183651,197,11.83
36191,87588675,67,35.28
78452,60654410,36,35.76
89892,74852604,161,26.31
50919,19425122,119,30.02
60771,04078531,189,16.72
37361,86454285,28,17.45
87743,31446020,51,37.27
86446,69232329,188,26.71
72983,04164104,90,25.69
68256,31702409,120,14.32
66025,31799454,198,25.26
58620,27842249,124,12.35
77880,23097216,156,37.73
30302,82144609,127,37.37
58409,98151424,168,19.34
43485,23814585,40,27.36
60613,44232320,77,33.79
79242,27842249,36,12.91
58444,43181582,192,12.2
75586,85288485,78,31.7
79018,08183651,128,24.59
85044,93787857,47,8.38
26118,69367489,73,34.68
63132,36509089,141,21.97
32415,74852604,121,26.59
27727,33698021,74,12.27
98066,39967428,155,28.27
24253,08501844,108,23.36
49126,69232329,48,31.71
63172,34603369,181,26.26
86605,35736691,91,36.89
48866,66115755,136,32.45
63518,27847763,98,9.14
99055,59056072,143,8.44
97868,92137455,33,30.43
83736,04164104,158,36.03
24515,95910482,117,25.08
50545,31799454,23,33.35
67539,83397158,63,7.44
62341,38823381,105,16.54
25662,13241247,51,19.13
80058,33949253,72,20.84
73238,36852703,139,32.46
74680,35736691,107,14.62
11868,13241247,103,31.29
10237,41094662,174,10.84
21417,52601811,190,35.86
99976,27726563,27,29.24
59547,36509089,71,19.07
96698,21646317,49,7.28
86605,36852703,132,39.42
85938,13962982,62,18.94
62333,55631501,132,27.98
49501,43778010,110,25.26
86072,68988944,28,6.58
76394,29528929,194,33.99
47283,19425122,190,39.14
86425,36743841,111,15.59
60444,64483771,150,23.03
24105,13241247,70,37.36
26541,31799454,193,30.95
58590,41879276,20,35.6
41305,59056072,91,32.72
65815,27726563,130,29.34
61944,80784869,121,30.63
18372,92679726,169,20.26
87204,75759582,69,29.41
61944,63520804,140,12.79
83398,55816403,195,12.6
59898,14772511,78,18.0
62581,39967428,108,13.64
87818,35736691,187,30.81
21493,68070571,106,30.03
19654,98406357,197,21.89
53764,98401277,45,11.43
75832,27842249,65,34.95
48076,36509089,58,24.6
58204,04078531,122,6.18
22927,43778010,72,35.04
13258,72835456,93,22.56
75539,62602044,95,6.18
35545,80784869,149,36.77
49126,93330374,158,35.15
15603,66392330,62,6.75
62583,66392330,108,34.93
84996,09991002,61,28.05
51217,85252462,136,5.08
27727,16099388,199,22.34
14523,55631501,73,9.31
67501,10433218,65,8.54
75715,31446020,25,21.97
21057,74537518,47,20.89
46115,86454285,86,39.9
44854,73191674,129,36.89
48307,78199361,82,24.79
16778,87588675,66,5.46
35450,73191674,156,16.38
88083,68070571,99,6.86
95559,66392330,96,14.8
48145,91980571,54,27.89
90797,13243708,61,19.85
18372,21753374,30,32.37
63341,10408032,156,38.8
14245,13962982,114,26.85
36401,80784869,56,21.04
61587,93330374,29,28.07
52866,66392330,61,13.91
83494,11462200,194,25.56
93498,91980571,91,31.38
61944,68988944,82,27.94
59898,23097216,68,15.7
24713,40708539,163,17.31
57597,27592335,44,30.65
54656,10408032,20,31.05
45287,43778010,34,8.0
69777,94580730,177,5.4
29826,51687953,137,16.08
49501,32236286,35,33.36
96642,45333149,64,13.55
15076,08183651,100,26.02
67878,85903067,49,36.97
81134,74431144,149,17.99
70706,01152449,80,32.79
13867,98151424,175,16.54
61007,21753374,117,16.08
83736,92679726,93,8.13
86719,97274551,59,7.08
86910,69367489,141,37.39
70878,05990382,131,22.41
49960,35736691,53,15.99
87617,27592335,145,20.08
38583,81599417,77,23.66
21419,68988944,52,9.62
13572,04275176,31,16.14
83948,69367489,66,28.3
70588,68070571,63,6.83
56081,39153906,139,29.79
65319,92137455,133,28.17
91215,07162022,84,6.28
58163,11462200,53,30.11
93493,35736691,109,25.23
67878,74537518,60,24.3
93498,79511520,114,15.57
93726,27842249,43,19.07
28621,79670876,200,27.27
47154,01152449,159,13.78
70972,13243708,184,31.25
46115,62602044,177,9.01
25537,59056072,100,37.06
17290,92347885,93,14.87
30073,92137455,22,38.31
46212,24154048,30,17.09
90492,66392330,38,22.0
27980,74852604,99,32.99
26259,23814585,160,13.25
37771,26647371,83,34.53
32415,65326947,196,9.14
95559,98406357,80,37.74
57285,39153371,156,30.03
12082,44232320,185,17.29
26259,66115755,70,21.87
39414,80972976,148,28.89
38150,80972976,79,38.39
60613,91980571,28,18.22
31664,85252462,95,11.77
77729,75759582,131,20.88
60658,79947626,189,27.49
90805,72835456,64,26.5
70972,31799454,83,33.63
18838,74537518,194,19.19
30690,08501844,191,18.77
93498,07162022,181,7.38
19862,35736691,152,12.27
90951,98406357,182,16.06
63341,65326947,137,10.25
12098,27842249,68,6.83
28630,31799454,118,11.41
59616,09991002,148,10.99
69184,12892327,54,33.76
78888,30802308,115,29.95
86965,34603369,33,24.62
33366,58904237,93,12.52
67285,08183651,89,13.43
62475,36852703,101,5.88
84187,34603369,119,8.53
47867,80972976,93,38.01
12553,33949253,94,31.13
90797,33949253,172,30.63
11150,90679032,189,32.94
22733,30802308,149,15.47
12553,74537518,182,35.98
95559,39825971,21,34.84
29676,83397158,170,36.87
41773,64483771,58,29.98
75386,85288485,196,10.86
97078,22951298,74,31.22
11419,44232320,142,17.2
74455,70887044,112,9.19
34561,20032319,169,7.94
67961,04275176,130,20.02
56311,59056072,142,22.87
80976,44924379,31,6.95
38127,35736691,36,34.83
79242,14772511,56,19.47
21477,04078531,148,20.93
14576,78382077,75,35.6
45335,23097216,162,13.27
14258,12892327,145,33.68
60444,57634067,140,10.02
77600,95910482,111,26.54
86172,83397158,42,19.47
52864,86477055,136,23.85
38959,35623014,51,7.14
86965,98406357,187,5.3
38127,29528929,169,37.5
46115,95910482,106,27.9
16136,35623014,172,10.27
11988,74431144,20,12.53
12939,21646317,63,6.28
44108,87588675,46,31.4
49190,48020640,180,28.06
53939,05990382,118,34.53
86291,19258959,94,23.24
81470,60654410,132,37.33
14245,39153906,24,25.04
27819,68812638,52,10.51
81294,23814585,47,31.18
45599,74431144,168,29.16
59547,69367489,65,16.1
74543,97274551,119,34.59
71604,90679032,193,22.41
93493,45333149,51,29.22
48866,33698021,100,17.95
78981,86454285,52,19.05
18899,59474173,187,32.98
36191,22951298,198,34.15
65815,70887044,130,21.57
16136,27847763,84,5.29
21057,92679726,163,23.14
92222,86454285,99,36.9
71409,39825971,65,32.83
92720,64483771,50,23.32
36191,87588675,55,34.4
14766,33698021,79,33.33
15076,01219555,30,13.7
99975,19834443,37,6.35
76394,43778010,160,20.09
11419,90679032,149,15.0
20436,24159203,107,10.05
93726,59474173,173,27.16
83398,78199361,113,37.73
11419,80972976,184,12.68
62475,21646317,197,14.41
99055,07162022,29,19.57
20436,91980571,175,7.31
38335,52601811,73,31.58
49190,40708539,188,29.54
37435,43778010,60,39.21
58163,39153906,152,32.82
25791,27847763,59,23.49
21417,41879276,162,37.07
79242,80972976,92,37.81
93726,70887044,187,15.44
18838,29528929,162,32.74
41934,57634067,135,37.94
84989,11676492,46,17.61
18899,51687953,62,26.28
55070,77126009,193,39.13
81063,71968032,183,13.84
25599,14637445,177,39.74
48307,79947626,101,6.48
29587,33698021,38,17.85
13778,79511520,190,25.13
49189,65326947,103,8.56
17290,78199361,108,39.06
86031,22951298,87,26.87
60658,10433218,162,19.66
44108,26647371,132,14.82
42241,86477055,187,13.95
63459,39153371,190,32.47
25507,39153371,198,15.65
25537,13241247,59,29.11
98066,83397158,71,7.16
32922,36852703,177,22.16
72817,13243708,103,12.64
33671,41094662,92,33.36
12553,58904237,128,39.63
83604,92137455,138,16.83
42504,92347885,181,36.69
86910,21646317,107,19.94
91387,74431144,156,38.59
11071,68070571,164,34.99
32678,78382077,36,22.01
63339,64483771,117,26.66
70706,27847763,20,17.99
20436,95910482,48,20.01
25063,15615886,60,16.76
29210,09894808,30,21.44
49269,77126009,120,13.34
10064,78382077,121,29.47
86719,59056072,29,5.15
25537,98151424,159,26.09
58620,39153906,25,7.86
35545,39967428,32,39.91
56311,36743841,171,25.69
39102,74537518,141,16.14
25063,84909343,68,34.73
18377,08501844,153,30.17
63459,42886112,63,5.34
26248,66115755,95,15.1
11868,97274551,154,14.18
72131,84909343,31,24.6
81294,98151424,88,9.14
69404,59474173,103,22.14
73411,36509089,110,7.75
70119,78778931,161,14.74
11376,60654410,127,29.28
46525,15615886,50,25.43
53451,46865588,95,38.67
78093,98401277,142,27.95
24713,79803434,187,25.7
53764,21753374,96,36.25
21962,14772511,150,20.88
65815,66115755,89,33.47
29790,09991002,181,24.15
61944,13962982,161,13.32
92505,69232329,163,25.22
74543,93857086,155,28.07
25325,79542203,168,29.16
89649,98401277,98,16.85
93954,60347046,184,11.97
26373,83941535,66,9.02
41391,97274551,86,26.09
97100,51687953,164,32.69
46658,40708539,59,10.96
18377,21646317,56,32.63
13258,19258959,60,22.67
99655,69232329,131,33.91
99592,40708539,36,5.79
19086,12892327,175,13.68
94958,34603369,165,27.88
66720,83941535,135,5.65
86291,66048763,95,12.07
71604,77126009,61,13.3
56009,10433218,128,16.83
16250,91980571,44,25.74
79714,66048763,73,31.05
48307,27842249,118,37.17
68256,32236286,126,23.3
38422,34167212,141,30.9
32333,94580730,160,12.74
29826,64483771,186,37.19
76394,13962982,191,28.7
36689,83397158,157,24.89
56010,15615886,190,5.89
36528,23814585,164,17.31
62475,65326947,142,30.4
66519,10433218,180,18.68
21419,13241247,25,22.91
90805,80784869,127,18.92
77729,33698021,142,29.51
79242,57746371,128,8.16
59616,86454285,60,5.53
73879,55816403,117,7.42
55408,39967428,180,36.68
84989,35623014,40,11.02
90951,83941535,62,10.1
83398,79542203,90,16.58
31264,11462200,47,22.98
23375,66392330,82,26.0
46971,85288485,145,35.15
53935,41879276,119,21.23
16778,66392330,109,25.4
47457,11676492,66,29.98
18369,73191674,30,29.11
94154,41879276,53,19.04
98238,70712612,153,7.66
70571,57746371,84,21.81
93401,98151424,110,13.96
25791,39153371,196,10.94
59898,22951298,51,27.63
57597,92137455,79,15.42
95077,27726563,21,34.4
11419,70887044,126,17.65
62475,74852604,173,32.8
42147,77447166,176,36.98
58163,23814585,26,27.06
61452,41879276,83,5.98
63132,74852604,109,25.23
89892,72835456,157,7.12
50206,03365021,162,25.86
67243,01219555,186,27.94
13778,75759582,150,20.09
87833,44924379,159,34.0
38532,40875606,87,32.17
94115,74431144,64,16.14
70706,31446020,68,38.42
41164,65326947,184,26.4
13778,77447166,98,26.82
29676,81599417,20,38.83
87743,03365021,104,17.12
99231,85903067,115,6.34
25063,83397158,24,19.95
88450,32236286,82,30.83
43643,39153906,105,35.7
73879,82144609,131,20.6
11988,36743841,20,5.1
62583,52601811,71,16.56
11419,27847763,68,21.39
74059,24159203,25,23.37
13867,41094662,192,10.47
62333,96806739,153,25.24
99290,31799454,133,11.65
74629,68988944,158,14.29
95783,68988944,179,37.37
27504,11462200,46,37.29
93372,29528929,21,37.18
63518,11462200,67,9.83
43757,13241247,190,23.59
10414,55816403,32,16.94
68522,27592335,141,33.19
35563,39153371,94,27.75
59033,23814585,192,27.73
24105,14772511,53,36.94
45335,78199361,133,22.97
28630,68812638,38,32.94
44864,59474173,147,30.55
46304,92347885,52,13.14
65652,39153371,66,34.13
86719,91980571,63,10.59
19826,44924379,173,22.3
10097,59474173,197,5.57
81470,88827025,124,26.49
62369,22951298,105,21.28
55475,98406357,69,38.62
49269,51687953,136,22.46
58163,73191674,161,24.91
83852,73191674,51,24.22
80190,41879276,38,21.94
38422,78778931,132,16.09
78888,79511520,68,21.04
28621,66115755,54,24.08
19654,29141777,46,28.53
71409,39825971,180,15.78
24515,83941535,66,18.54
70972,14772511,92,27.64
46525,33949253,122,34.27
